Gene stable ID	Gene stable ID version	Gene name	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSG00000164049	ENSG00000164049.14	FBXW12	48372219	48401259	3
ENSG00000120690	ENSG00000120690.18	ELF1	40931242	41061440	13
ENSG00000147123	ENSG00000147123.13	NDUFB11	47142071	47145466	X
ENSG00000141858	ENSG00000141858.12	SAMD1	14087851	14091036	19
ENSG00000144452	ENSG00000144452.15	ABCA12	214931542	215138626	2
ENSG00000147174	ENSG00000147174.13	GCNA	71578437	71613584	X
ENSG00000224200	ENSG00000224200.2	FKBPL	3370071	3371655	HSCHR6_MHC_DBB_CTG1
ENSG00000170777	ENSG00000170777.11	TPD52L3	6328375	6331891	9
ENSG00000233890	ENSG00000233890.6	TCF19	2417862	2423531	HSCHR6_MHC_DBB_CTG1
ENSG00000171777	ENSG00000171777.17	RASGRP4	38409051	38426305	19
ENSG00000256797	ENSG00000256797.1	KLRF2	9881489	9895833	12
ENSG00000229866	ENSG00000229866.1	OR2J3	377493	378428	HSCHR6_MHC_DBB_CTG1
ENSG00000188393	ENSG00000188393.9	CLEC2A	9898673	9932370	12
ENSG00000112309	ENSG00000112309.11	B3GAT2	70856679	70957060	6
ENSG00000029993	ENSG00000029993.16	HMGB3	150980509	150990775	X
ENSG00000228849	ENSG00000228849.3	TNF	2823300	2826069	HSCHR6_MHC_DBB_CTG1
ENSG00000114554	ENSG00000114554.12	PLXNA1	126982693	127037389	3
ENSG00000244672	ENSG00000244672.4	LY6G5B	2918151	2921548	HSCHR6_MHC_DBB_CTG1
ENSG00000172322	ENSG00000172322.14	CLEC12A	9951316	9995694	12
ENSG00000112715	ENSG00000112715.26	VEGFA	43770184	43786487	6
ENSG00000251394	ENSG00000251394.6	OR12D3	860028	936549	HSCHR6_MHC_COX_CTG1
ENSG00000204490	ENSG00000204490.3	TNF	3052854	3055623	HSCHR6_MHC_COX_CTG1
ENSG00000235178	ENSG00000235178.4	ZNF311	260388	270919	HSCHR6_MHC_DBB_CTG1
ENSG00000234058	ENSG00000234058.6	PPP1R11	1546480	1550104	HSCHR6_MHC_COX_CTG1
ENSG00000227458	ENSG00000227458.8	TRIM40	1392026	1404652	HSCHR6_MHC_DBB_CTG1
ENSG00000100029	ENSG00000100029.19	PES1	30576625	30607083	22
ENSG00000235022	ENSG00000235022.8	RNF39	1326182	1331803	HSCHR6_MHC_DBB_CTG1
ENSG00000241534	ENSG00000241534.9	CFB	3193430	3199864	HSCHR6_MHC_DBB_CTG1
ENSG00000232535	ENSG00000232535.2	OR5H8	98306752	98312843	3
ENSG00000092758	ENSG00000092758.19	COL9A3	62816244	62841163	20
ENSG00000231192	ENSG00000231192.3	OR5H1	98130721	98138548	3
ENSG00000236032	ENSG00000236032.3	OR5H14	98147479	98156614	3
ENSG00000180182	ENSG00000180182.12	MED14	40648305	40735877	X
ENSG00000230301	ENSG00000230301.6	OR5H6	98263252	98265356	3
ENSG00000233180	ENSG00000233180.3	OR2B3	572851	573857	HSCHR6_MHC_COX_CTG1
ENSG00000228913	ENSG00000228913.2	UBD	1042093	1046406	HSCHR6_MHC_COX_CTG1
ENSG00000170054	ENSG00000170054.17	SERPINA9	94462717	94481125	14
ENSG00000283473	ENSG00000283473.5	FAM240A	46612525	46626543	3
ENSG00000163825	ENSG00000163825.5	RTP3	46494611	46500950	3
ENSG00000230685	ENSG00000230685.6	CLIC1	3207869	3217043	HSCHR6_MHC_COX_CTG1
ENSG00000238104	ENSG00000238104.7	PPP1R10	1901158	1919370	HSCHR6_MHC_SSTO_CTG1
ENSG00000088448	ENSG00000088448.15	ANKRD10	110878540	110915071	13
ENSG00000160145	ENSG00000160145.16	KALRN	124033369	124726325	3
ENSG00000111291	ENSG00000111291.9	GPRC5D	12940575	12952170	12
ENSG00000010219	ENSG00000010219.14	DYRK4	4562208	4615302	12
ENSG00000135916	ENSG00000135916.16	ITM2C	230864639	230879248	2
ENSG00000185347	ENSG00000185347.20	TEDC1	105489855	105499575	14
ENSG00000234669	ENSG00000234669.7	ZFP57	981424	990140	HSCHR6_MHC_SSTO_CTG1
ENSG00000233210	ENSG00000233210.6	GPANK1	2909000	2914055	HSCHR6_MHC_DBB_CTG1
ENSG00000232326	ENSG00000232326.9	TAP2	4221235	4238030	HSCHR6_MHC_SSTO_CTG1
ENSG00000139505	ENSG00000139505.14	MTMR6	25245495	25287521	13
ENSG00000272921	ENSG00000272921.1		4604944	4662643	12
ENSG00000236149	ENSG00000236149.9	ABCF1	2051098	2076903	HSCHR6_MHC_COX_CTG1
ENSG00000255639	ENSG00000255639.3		4649101	4774184	12
ENSG00000151079	ENSG00000151079.8	KCNA6	4809334	4813318	12
ENSG00000111262	ENSG00000111262.6	KCNA1	4909905	4918256	12
ENSG00000289695	ENSG00000289695.1		50924969	50970700	12
ENSG00000186452	ENSG00000186452.11	TMPRSS12	50842920	50887884	12
ENSG00000182329	ENSG00000182329.14	KIAA2012	202073255	202205188	2
ENSG00000237112	ENSG00000237112.8	GABBR1	821155	898710	HSCHR6_MHC_DBB_CTG1
ENSG00000214511	ENSG00000214511.4	HIGD1C	50952538	50970607	12
ENSG00000232541	ENSG00000232541.10	COL11A2	4611327	4638113	HSCHR6_MHC_SSTO_CTG1
ENSG00000284393	ENSG00000284393.1		8138140	8175320	12
ENSG00000283361	ENSG00000283361.4	CFAP97D2	114154691	114223085	13
ENSG00000064835	ENSG00000064835.12	POU1F1	87259404	87276584	3
ENSG00000111732	ENSG00000111732.12	AICDA	8602155	8613242	12
ENSG00000175198	ENSG00000175198.18	PCCA	100089015	100530437	13
ENSG00000188559	ENSG00000188559.17	RALGAPA2	20389530	20712644	20
ENSG00000275074	ENSG00000275074.3	NUDT18	22105748	22109419	8
ENSG00000221823	ENSG00000221823.11	PPP3R1	68178857	68256237	2
ENSG00000186103	ENSG00000186103.5	ARGFX	121567949	121590622	3
ENSG00000238130	ENSG00000238130.8	LTA	3049341	3051611	HSCHR6_MHC_COX_CTG1
ENSG00000236428	ENSG00000236428.10	PPP1R18	1977172	1980172	HSCHR6_MHC_SSTO_CTG1
ENSG00000184898	ENSG00000184898.7	RBM43	151247940	151261863	2
ENSG00000053524	ENSG00000053524.13	MCF2L2	183178041	183428778	3
ENSG00000235956	ENSG00000235956.9	PRRT1	3464563	3470577	HSCHR6_MHC_SSTO_CTG1
ENSG00000230060	ENSG00000230060.6	MPIG6B	3195882	3203998	HSCHR6_MHC_COX_CTG1
ENSG00000153820	ENSG00000153820.13	SPHKAP	227979955	228181687	2
ENSG00000150676	ENSG00000150676.13	CCDC83	85855101	85920021	11
ENSG00000100307	ENSG00000100307.14	CBX7	39120167	39152719	22
ENSG00000196218	ENSG00000196218.15	RYR1	38433691	38595273	19
ENSG00000229929	ENSG00000229929.10	TRIM39	1624933	1642186	HSCHR6_MHC_SSTO_CTG1
ENSG00000033327	ENSG00000033327.13	GAB2	78215293	78418348	11
ENSG00000126821	ENSG00000126821.9	SGPP1	63684216	63728065	14
ENSG00000196227	ENSG00000196227.12	FAM217B	59933643	59949387	20
ENSG00000047634	ENSG00000047634.16	SCML1	17737115	17754988	X
ENSG00000140057	ENSG00000140057.10	AK7	96392128	96490031	14
ENSG00000089818	ENSG00000089818.18	NECAP1	8076939	8097881	12
ENSG00000232632	ENSG00000232632.8	GABBR1	1042093	1119641	HSCHR6_MHC_COX_CTG1
ENSG00000185917	ENSG00000185917.15	SETD4	36034534	36079389	21
ENSG00000168918	ENSG00000168918.14	INPP5D	233059967	233207903	2
ENSG00000167037	ENSG00000167037.20	SGSM1	24806169	24927578	22
ENSG00000129965	ENSG00000129965.15	INS-IGF2	2132538	2161209	11
ENSG00000167910	ENSG00000167910.4	CYP7A1	58490178	58500163	8
ENSG00000124126	ENSG00000124126.15	PREX1	48624249	48828096	20
ENSG00000206435	ENSG00000206435.10	HLA-C	2570707	2574099	HSCHR6_MHC_SSTO_CTG1
ENSG00000163515	ENSG00000163515.7	RETNLB	108743424	108757410	3
ENSG00000144671	ENSG00000144671.11	SLC22A14	38282294	38318575	3
ENSG00000254647	ENSG00000254647.7	INS	2159779	2161221	11
ENSG00000183734	ENSG00000183734.5	ASCL2	2268498	2270588	11
ENSG00000170044	ENSG00000170044.9	ZPLD1	102099244	102479841	3
ENSG00000285827	ENSG00000285827.1		118401602	118482737	11
ENSG00000204361	ENSG00000204361.10	NXPE2	114678527	114707069	11
ENSG00000100601	ENSG00000100601.11	ALKBH1	77672404	77708023	14
ENSG00000273003	ENSG00000273003.1	ARL2-SNX15	65014182	65040570	11
ENSG00000181544	ENSG00000181544.17	FANCB	14690388	14873255	X
ENSG00000168061	ENSG00000168061.17	SAC3D1	65040901	65044828	11
ENSG00000168060	ENSG00000168060.16	NAALADL1	65044818	65058553	11
ENSG00000165898	ENSG00000165898.15	ISCA2	74493756	74497106	14
ENSG00000104833	ENSG00000104833.12	TUBB4A	6494319	6502848	19
ENSG00000100558	ENSG00000100558.10	PLEK2	67385652	67412176	14
ENSG00000243496	ENSG00000243496.6	HLA-DOB	4056481	4060766	HSCHR6_MHC_DBB_CTG1
ENSG00000244687	ENSG00000244687.14	UBE2V1	50081122	50115959	20
ENSG00000150995	ENSG00000150995.21	ITPR1	4493345	4847506	3
ENSG00000233418	ENSG00000233418.8	DHX16	1908942	1928891	HSCHR6_MHC_DBB_CTG1
ENSG00000203952	ENSG00000203952.11	CCDC160	134237047	134246842	X
ENSG00000205704	ENSG00000205704.10	SMIM45	41947178	41958942	22
ENSG00000180964	ENSG00000180964.18	TCEAL8	103252863	103255204	X
ENSG00000100453	ENSG00000100453.15	GZMB	24630954	24634267	14
ENSG00000111729	ENSG00000111729.15	CLEC4A	8123617	8138607	12
ENSG00000100116	ENSG00000100116.18	GCAT	37807872	37817386	22
ENSG00000127528	ENSG00000127528.6	KLF2	16324826	16328685	19
ENSG00000235925	ENSG00000235925.3	LY6G6C	3017944	3021141	HSCHR6_MHC_SSTO_CTG1
ENSG00000237284	ENSG00000237284.3	MAS1L	795777	796913	HSCHR6_MHC_SSTO_CTG1
ENSG00000241296	ENSG00000241296.8	HLA-DMB	4333862	4352360	HSCHR6_MHC_SSTO_CTG1
ENSG00000293570	ENSG00000293570.1		20358163	20371960	19
ENSG00000223573	ENSG00000223573.7	TINCR	5558167	5578349	19
ENSG00000147400	ENSG00000147400.11	CETN2	152826994	152830782	X
ENSG00000139899	ENSG00000139899.12	CBLN3	24423886	24430972	14
ENSG00000289762	ENSG00000289762.1	SMIM46	14112324	14112476	19
ENSG00000146670	ENSG00000146670.10	CDCA5	65066300	65084164	11
ENSG00000269699	ENSG00000269699.8	ZIM2	56774547	56840731	19
ENSG00000118492	ENSG00000118492.19	ADGB	146598967	146815462	6
ENSG00000077721	ENSG00000077721.18	UBE2A	119474802	119591083	X
ENSG00000196946	ENSG00000196946.11	ZNF705A	8157015	8188537	12
ENSG00000100445	ENSG00000100445.19	SDR39U1	24439766	24442905	14
ENSG00000228128	ENSG00000228128.6	DDAH2	3026334	3029913	HSCHR6_MHC_SSTO_CTG1
ENSG00000237123	ENSG00000237123.2	CDSN	2374454	2379793	HSCHR6_MHC_DBB_CTG1
ENSG00000223481	ENSG00000223481.9	TAP2	4065551	4082348	HSCHR6_MHC_DBB_CTG1
ENSG00000162976	ENSG00000162976.13	SLC66A3	11155198	11178870	2
ENSG00000101311	ENSG00000101311.18	FERMT1	6070288	6123644	20
ENSG00000187066	ENSG00000187066.9	TMEM262	65084979	65089375	11
ENSG00000167767	ENSG00000167767.14	KRT80	52168996	52192014	12
ENSG00000174276	ENSG00000174276.7	ZNHIT2	65116403	65117701	11
ENSG00000189253	ENSG00000189253.8	TRIM64B	89870438	89878487	11
ENSG00000226467	ENSG00000226467.9	AGPAT1	3606564	3616448	HSCHR6_MHC_COX_CTG1
ENSG00000070985	ENSG00000070985.14	TRPM5	2404515	2444514	11
ENSG00000197381	ENSG00000197381.19	ADARB1	45073839	45226560	21
ENSG00000237482	ENSG00000237482.8	LY6G6E	2960098	2961574	HSCHR6_MHC_DBB_CTG1
ENSG00000205426	ENSG00000205426.11	KRT81	52285913	52291534	12
ENSG00000231526	ENSG00000231526.3	HLA-DQA2	4141489	4147359	HSCHR6_MHC_SSTO_CTG1
ENSG00000226892	ENSG00000226892.6	TSBP1	3534137	3613021	HSCHR6_MHC_DBB_CTG1
ENSG00000178093	ENSG00000178093.14	TSSK6	19512418	19515548	19
ENSG00000258674	ENSG00000258674.5		19516227	19536076	19
ENSG00000228964	ENSG00000228964.10	HLA-B	2571447	2659467	HSCHR6_MHC_SSTO_CTG1
ENSG00000167604	ENSG00000167604.16	NFKBID	35887630	35902303	19
ENSG00000170523	ENSG00000170523.3	KRT83	52314301	52321398	12
ENSG00000241119	ENSG00000241119.2	UGT1A9	233671898	233773300	2
ENSG00000164485	ENSG00000164485.15	IL22RA2	137143820	137173648	6
ENSG00000198125	ENSG00000198125.14	MB	35606764	35637951	22
ENSG00000231370	ENSG00000231370.9	PRRC2A	2868484	2885535	HSCHR6_MHC_DBB_CTG1
ENSG00000135443	ENSG00000135443.8	KRT85	52360006	52367481	12
ENSG00000169188	ENSG00000169188.6	APEX2	55000331	55009057	X
ENSG00000168477	ENSG00000168477.21	TNXB	32041153	32115334	6
ENSG00000066427	ENSG00000066427.26	ATXN3	92044496	92106622	14
ENSG00000124194	ENSG00000124194.18	GDAP1L1	44247099	44280947	20
ENSG00000161849	ENSG00000161849.3	KRT84	52377812	52385652	12
ENSG00000167165	ENSG00000167165.19	UGT1A6	233691607	233773300	2
ENSG00000161850	ENSG00000161850.3	KRT82	52393931	52406335	12
ENSG00000196632	ENSG00000196632.13	WNK3	54192823	54358642	X
ENSG00000105549	ENSG00000105549.11	SPMAP2	361747	376026	19
ENSG00000170454	ENSG00000170454.6	KRT75	52424070	52434371	12
ENSG00000224859	ENSG00000224859.6	POLR1H	1538676	1544680	HSCHR6_MHC_COX_CTG1
ENSG00000185479	ENSG00000185479.6	KRT6B	52446651	52452146	12
ENSG00000093000	ENSG00000093000.20	NUP50	45163925	45188017	22
ENSG00000170465	ENSG00000170465.10	KRT6C	52468516	52473805	12
ENSG00000182931	ENSG00000182931.11	WFDC10B	45684651	45705019	20
ENSG00000197044	ENSG00000197044.11	ZNF441	11767000	11784078	19
ENSG00000205420	ENSG00000205420.11	KRT6A	52487176	52493257	12
ENSG00000171295	ENSG00000171295.13	ZNF440	11814273	11835216	19
ENSG00000223417	ENSG00000223417.9	TRIM49D1	89911111	89922245	11
ENSG00000126001	ENSG00000126001.18	CEP250	35455164	35519280	20
ENSG00000233802	ENSG00000233802.8	TRIM49D2	89924064	89933063	11
ENSG00000186081	ENSG00000186081.12	KRT5	52514575	52520530	12
ENSG00000228186	ENSG00000228186.10	PRR3	2036606	2043443	HSCHR6_MHC_COX_CTG1
ENSG00000204449	ENSG00000204449.3	TRIM49C	90031106	90042025	11
ENSG00000258589	ENSG00000258589.8		2913651	2920222	HSCHR6_MHC_DBB_CTG1
ENSG00000241635	ENSG00000241635.8	UGT1A1	233760270	233773300	2
ENSG00000081665	ENSG00000081665.15	ZNF506	19761038	19821751	19
ENSG00000153157	ENSG00000153157.14	SYCP2L	10886831	10979320	6
ENSG00000227333	ENSG00000227333.8	EHMT2	3127533	3145461	HSCHR6_MHC_DBB_CTG1
ENSG00000123485	ENSG00000123485.12	HJURP	233833416	233854566	2
ENSG00000230708	ENSG00000230708.10	HLA-DPB1	4487777	4498987	HSCHR6_MHC_COX_CTG1
ENSG00000204450	ENSG00000204450.9	TRIM64	89966037	89974072	11
ENSG00000255245	ENSG00000255245.4	FXYD6-FXYD2	117820163	117876667	11
ENSG00000139648	ENSG00000139648.7	KRT71	52543909	52553145	12
ENSG00000170484	ENSG00000170484.10	KRT74	52565782	52573843	12
ENSG00000229676	ENSG00000229676.3	ZNF492	22634324	22667671	19
ENSG00000179532	ENSG00000179532.13	DNHD1	6497260	6593758	11
ENSG00000124721	ENSG00000124721.18	DNAH8	38715311	39030792	6
ENSG00000186471	ENSG00000186471.14	AKAP14	119895837	119920720	X
ENSG00000170486	ENSG00000170486.11	KRT72	52585589	52601538	12
ENSG00000159239	ENSG00000159239.13		74393836	74421662	2
ENSG00000115274	ENSG00000115274.15	INO80B	74455087	74457944	2
ENSG00000186049	ENSG00000186049.8	KRT73	52607570	52618559	12
ENSG00000128335	ENSG00000128335.15	APOL2	36226209	36239954	22
ENSG00000147145	ENSG00000147145.15	LPAR4	78747680	78758724	X
ENSG00000226589	ENSG00000226589.9	VARS1	3254760	3273193	HSCHR6_MHC_COX_CTG1
ENSG00000274049	ENSG00000274049.4	INO80B-WBP1	74455088	74460884	2
ENSG00000133107	ENSG00000133107.16	TRPC4	37632063	37870204	13
ENSG00000198431	ENSG00000198431.18	TXNRD1	104215779	104350307	12
ENSG00000115297	ENSG00000115297.11	TLX2	74513463	74517148	2
ENSG00000175352	ENSG00000175352.12	NRIP3	8965682	9005288	11
ENSG00000134597	ENSG00000134597.18	RBMX2	130401922	130413656	X
ENSG00000121297	ENSG00000121297.8	TSHZ3	31149979	31349436	19
ENSG00000152254	ENSG00000152254.11	G6PC2	168901291	168910000	2
ENSG00000100122	ENSG00000100122.8	CRYBB1	26599277	26619630	22
ENSG00000101443	ENSG00000101443.19	WFDC2	45469386	45481533	20
ENSG00000126251	ENSG00000126251.7	GPR42	35371068	35372962	19
ENSG00000126262	ENSG00000126262.5	FFAR2	35443907	35451767	19
ENSG00000160199	ENSG00000160199.16	PKNOX1	42974328	43034475	21
ENSG00000134627	ENSG00000134627.12	PIWIL4	94543840	94621421	11
ENSG00000267041	ENSG00000267041.6	ZNF850	36714383	36772825	19
ENSG00000156925	ENSG00000156925.13	ZIC3	137563314	137577691	X
ENSG00000081479	ENSG00000081479.15	LRP2	169127109	169362534	2
ENSG00000234154	ENSG00000234154.10	HLA-DMB	4346824	4365322	HSCHR6_MHC_COX_CTG1
ENSG00000126768	ENSG00000126768.14	TIMM17B	48893447	48898143	X
ENSG00000128245	ENSG00000128245.16	YWHAH	31944522	31957603	22
ENSG00000235439	ENSG00000235439.10	DDX39B	2829503	2841732	HSCHR6_MHC_SSTO_CTG1
ENSG00000149639	ENSG00000149639.16	MTCL2	36777447	36863538	20
ENSG00000237777	ENSG00000237777.4	OR14J1	572333	573298	HSCHR6_MHC_DBB_CTG1
ENSG00000228333	ENSG00000228333.9	RXRB	4437087	4444187	HSCHR6_MHC_DBB_CTG1
ENSG00000249861	ENSG00000249861.4	LGALS16	39655913	39660647	19
ENSG00000100350	ENSG00000100350.17	FOXRED2	36487190	36507221	22
ENSG00000228001	ENSG00000228001.8	TRIM40	1615913	1628543	HSCHR6_MHC_COX_CTG1
ENSG00000196371	ENSG00000196371.4	FUT4	94543921	94549895	11
ENSG00000204710	ENSG00000204710.3	SPDYC	65170233	65173374	11
ENSG00000224320	ENSG00000224320.9	HLA-A	1369022	1489345	HSCHR6_MHC_COX_CTG1
ENSG00000112499	ENSG00000112499.13	SLC22A2	160171061	160277638	6
ENSG00000289716	ENSG00000289716.1	XNDC1N-ZNF705EP-ALG1L9P	71804997	71928656	11
ENSG00000293626	ENSG00000293626.1		56595302	56657247	19
ENSG00000268182	ENSG00000268182.6	SMIM17	56643159	56657247	19
ENSG00000125995	ENSG00000125995.17	ROMO1	35699254	35700984	20
ENSG00000228607	ENSG00000228607.3	CLDN25	113779796	113780485	11
ENSG00000185345	ENSG00000185345.25	PRKN	161347417	162727775	6
ENSG00000110400	ENSG00000110400.11	NECTIN1	119623408	119729200	11
ENSG00000231502	ENSG00000231502.6	LSM2	3045170	3054759	HSCHR6_MHC_DBB_CTG1
ENSG00000181282	ENSG00000181282.5	OR5AK3P	56971050	56971979	11
ENSG00000181273	ENSG00000181273.3	OR5AK2	56988914	56989843	11
ENSG00000112530	ENSG00000112530.13	PACRG	162727132	163315500	6
ENSG00000182208	ENSG00000182208.15	MOB2	1469457	1501247	11
ENSG00000101203	ENSG00000101203.18	COL20A1	63293186	63334851	20
ENSG00000227231	ENSG00000227231.3	IER3	1999050	2000405	HSCHR6_MHC_DBB_CTG1
ENSG00000102390	ENSG00000102390.13	PBDC1	76173034	76178755	X
ENSG00000187950	ENSG00000187950.9	OVCH1	29412474	29497686	12
ENSG00000185940	ENSG00000185940.11	KRTAP5-5	1629775	1630930	11
ENSG00000186280	ENSG00000186280.7	KDM4D	94973709	94999519	11
ENSG00000234852	ENSG00000234852.2	ZBTB12	3147381	3149766	HSCHR6_MHC_DBB_CTG1
ENSG00000235268	ENSG00000235268.2	KDM4E	95025258	95027596	11
ENSG00000228116	ENSG00000228116.9	PPT2	3394806	3399697	HSCHR6_MHC_DBB_CTG1
ENSG00000263465	ENSG00000263465.5	SRSF8	95066919	95071225	11
ENSG00000149212	ENSG00000149212.12	SESN3	95165513	95232541	11
ENSG00000165349	ENSG00000165349.13	SLC7A3	70925575	70931149	X
ENSG00000132002	ENSG00000132002.10	DNAJB1	14513789	14560391	19
ENSG00000121377	ENSG00000121377.2	TAS2R7	10801532	10802627	12
ENSG00000121314	ENSG00000121314.3	TAS2R8	10806051	10807286	12
ENSG00000121381	ENSG00000121381.4	TAS2R9	10809094	10810168	12
ENSG00000212128	ENSG00000212128.2	TAS2R13	10907926	10909562	12
ENSG00000135436	ENSG00000135436.8	FAM186B	49582885	49605639	12
ENSG00000205784	ENSG00000205784.5	ARRDC5	4890437	4902948	19
ENSG00000124818	ENSG00000124818.16	OPN5	47781982	47832780	6
ENSG00000237155	ENSG00000237155.3	IER3	2222939	2224294	HSCHR6_MHC_COX_CTG1
ENSG00000133460	ENSG00000133460.21	SLC2A11	23856703	23886312	22
ENSG00000166349	ENSG00000166349.11	RAG1	36510372	36593156	11
ENSG00000105198	ENSG00000105198.12	LGALS13	39602524	39607474	19
ENSG00000170396	ENSG00000170396.9	ZNF804A	184598529	184939492	2
ENSG00000175097	ENSG00000175097.9	RAG2	36575574	36598279	11
ENSG00000233641	ENSG00000233641.9	C6orf136	2126761	2132823	HSCHR6_MHC_COX_CTG1
ENSG00000234433	ENSG00000234433.8	VWA7	3064882	3076585	HSCHR6_MHC_SSTO_CTG1
ENSG00000254126	ENSG00000254126.8	CD8B2	106487364	106544297	2
ENSG00000105402	ENSG00000105402.8	NAPA	47487637	47515091	19
ENSG00000123364	ENSG00000123364.5	HOXC13	53938831	53946544	12
ENSG00000213995	ENSG00000213995.13	NAXD	110615512	110639996	13
ENSG00000173653	ENSG00000173653.8	RCE1	66842835	66846552	11
ENSG00000123407	ENSG00000123407.4	HOXC12	53954903	53958956	12
ENSG00000173214	ENSG00000173214.7	MFSD4B	111259327	111445354	6
ENSG00000123388	ENSG00000123388.4	HOXC11	53973126	53977643	12
ENSG00000132313	ENSG00000132313.15	MRPL35	86199355	86213790	2
ENSG00000224242	ENSG00000224242.7	BTNL2	3709881	3723057	HSCHR6_MHC_SSTO_CTG1
ENSG00000180818	ENSG00000180818.5	HOXC10	53985065	53990279	12
ENSG00000236183	ENSG00000236183.2	LY6G6C	3195936	3199133	HSCHR6_MHC_COX_CTG1
ENSG00000197757	ENSG00000197757.8	HOXC6	53990624	54030823	12
ENSG00000225553	ENSG00000225553.7	PHF1	4859097	4865178	HSCHR6_MHC_SSTO_CTG1
ENSG00000258984	ENSG00000258984.5	UBE2F-SCLY	237967014	238099412	2
ENSG00000227171	ENSG00000227171.8	RNF39	1550037	1555658	HSCHR6_MHC_COX_CTG1
ENSG00000180806	ENSG00000180806.5	HOXC9	53994895	54003337	12
ENSG00000183305	ENSG00000183305.15	MAGEA2B	152714580	152718612	X
ENSG00000009413	ENSG00000009413.17	REV3L	111299028	111483715	6
ENSG00000236759	ENSG00000236759.7	EHMT2	3357184	3375112	HSCHR6_MHC_COX_CTG1
ENSG00000037965	ENSG00000037965.6	HOXC8	54008985	54012769	12
ENSG00000178752	ENSG00000178752.16	ERFE	238158970	238168900	2
ENSG00000174527	ENSG00000174527.11	MYO1H	109347900	109455523	12
ENSG00000229061	ENSG00000229061.8	ATAT1	1882672	1902652	HSCHR6_MHC_DBB_CTG1
ENSG00000173237	ENSG00000173237.5	C11orf86	66975277	66977009	11
ENSG00000159082	ENSG00000159082.19	SYNJ1	32628757	32728040	21
ENSG00000137700	ENSG00000137700.19	SLC37A4	119023751	119030906	11
ENSG00000125798	ENSG00000125798.16	FOXA2	22580998	22585455	20
ENSG00000053702	ENSG00000053702.15	NRIP2	2825348	2835544	12
ENSG00000163283	ENSG00000163283.7	ALPP	232378724	232382889	2
ENSG00000134901	ENSG00000134901.15	POGLUT2	102784281	102799040	13
ENSG00000124145	ENSG00000124145.7	SDC4	45325288	45348425	20
ENSG00000283297	ENSG00000283297.2	TEX52	2849046	2857039	12
ENSG00000079435	ENSG00000079435.11	LIPE	42401497	42427388	19
ENSG00000197905	ENSG00000197905.10	TEAD4	2959330	3040676	12
ENSG00000125531	ENSG00000125531.8	FNDC11	63547891	63558138	20
ENSG00000234920	ENSG00000234920.3	ATP6V1G2	2843746	2846132	HSCHR6_MHC_SSTO_CTG1
ENSG00000141977	ENSG00000141977.9	CIB3	16161368	16173525	19
ENSG00000163286	ENSG00000163286.9	ALPG	232406844	232410714	2
ENSG00000101224	ENSG00000101224.19	CDC25B	3786772	3806730	20
ENSG00000226841	ENSG00000226841.2	MCCD1	2828001	2829516	HSCHR6_MHC_SSTO_CTG1
ENSG00000268916	ENSG00000268916.7	CSAG3	152753921	152760222	X
ENSG00000226103	ENSG00000226103.2	C6orf47	2957575	2960049	HSCHR6_MHC_SSTO_CTG1
ENSG00000237405	ENSG00000237405.10	AGER	3497175	3500531	HSCHR6_MHC_SSTO_CTG1
ENSG00000080561	ENSG00000080561.15	MID2	107825755	107931637	X
ENSG00000163295	ENSG00000163295.5	ALPI	232456125	232460753	2
ENSG00000182141	ENSG00000182141.11	ZNF708	21284033	21329425	19
ENSG00000205209	ENSG00000205209.8	SCGB2B2	34590644	34677159	19
ENSG00000136167	ENSG00000136167.16	LCP1	46125920	46211871	13
ENSG00000237412	ENSG00000237412.7	PRSS56	232520388	232525716	2
ENSG00000095932	ENSG00000095932.7	SMIM24	3473986	3480525	19
ENSG00000196811	ENSG00000196811.13	CHRNG	232539692	232548115	2
ENSG00000284638	ENSG00000284638.2	SMIM44	3482110	3483441	19
ENSG00000165935	ENSG00000165935.10	SMCO2	27446736	27502185	12
ENSG00000172519	ENSG00000172519.10	OR10H5	15787661	15800357	19
ENSG00000284723	ENSG00000284723.2	OR8S1	48525632	48526570	12
ENSG00000283536	ENSG00000283536.3		53241900	53242722	12
ENSG00000011201	ENSG00000011201.13	ANOS1	8528874	8732195	X
ENSG00000198678	ENSG00000198678.5	OR5BS1	48559882	48562956	12
ENSG00000121318	ENSG00000121318.3	TAS2R10	10825219	10826358	12
ENSG00000260286	ENSG00000260286.4	ARMH2	24797335	24798917	6
ENSG00000282804	ENSG00000282804.1		24797373	24809798	6
ENSG00000135316	ENSG00000135316.20	SYNCRIP	85607779	85644063	6
ENSG00000182053	ENSG00000182053.13	TRIM49B	49027501	49038451	11
ENSG00000173302	ENSG00000173302.5	GPR148	130729070	130730336	2
ENSG00000290146	ENSG00000290146.1		6970921	6997428	12
ENSG00000214891	ENSG00000214891.9	TRIM64C	49053714	49059112	11
ENSG00000285816	ENSG00000285816.1		65261928	65326543	11
ENSG00000160307	ENSG00000160307.11	S100B	46598508	46605208	21
ENSG00000234137	ENSG00000234137.5	MUC21	2463289	2469484	HSCHR6_MHC_COX_CTG1
ENSG00000225312	ENSG00000225312.2	HSD17B8	4448141	4450330	HSCHR6_MHC_DBB_CTG1
ENSG00000232280	ENSG00000232280.9	FLOT1	2207446	2222473	HSCHR6_MHC_COX_CTG1
